Wikidata_URI15,id,album,artist,date,rating,DBpedia_URI,label,DBpedia_URI15,YAGO_URI15
http://www.wikidata.org/entity/Q580496,11,Elephant,The White Stripes,1-Apr-03,92,http://dbpedia.org/resource/Elephant_(album),good,http://dbpedia.org/resource/Elephant_(album),http://yago-knowledge.org/resource/Elephant_(album)
http://www.wikidata.org/entity/Q1372596,12,Labor Days,Aesop Rock,18-Sep-01,92,http://dbpedia.org/resource/Labor_Days,good,http://dbpedia.org/resource/Labor_Days,http://yago-knowledge.org/resource/Labor_Days
http://www.wikidata.org/entity/Q2340626,13,Lost In The Sound Of Separation,Underoath,2-Sep-08,92,http://dbpedia.org/resource/Lost_in_the_Sound_of_Separation,good,http://dbpedia.org/resource/Lost_in_the_Sound_of_Separation,http://yago-knowledge.org/resource/Lost_in_the_Sound_of_Separation
http://www.wikidata.org/entity/Q1754753,14,"Orphans: Brawlers, Bawlers & Bastards",Tom Waits,21-Nov-06,92,"http://dbpedia.org/resource/Orphans:_Brawlers,_Bawlers_&_Bastards",good,"http://dbpedia.org/resource/Orphans:_Brawlers,_Bawlers_&_Bastards",
http://www.wikidata.org/entity/Q3388283,15,Pull Up Some Dust and Sit Down,Ry Cooder,29-Aug-11,92,http://dbpedia.org/resource/Pull_Up_Some_Dust_and_Sit_Down,good,http://dbpedia.org/resource/Pull_Up_Some_Dust_and_Sit_Down,
http://www.wikidata.org/entity/Q438369,16,A Grand Don't Come For Free,The Streets,18-May-04,91,http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free,good,http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free,http://yago-knowledge.org/resource/A_Grand_Don't_Come_for_Free
http://www.wikidata.org/entity/Q603672,17,Speakerboxxx/The Love Below,Outkast,23-Sep-03,91,http://dbpedia.org/resource/Speakerboxxx/The_Love_Below,good,http://dbpedia.org/resource/Speakerboxxx/The_Love_Below,http://yago-knowledge.org/resource/Speakerboxxx/The_Love_Below
http://www.wikidata.org/entity/Q1933237,18,The ArchAndroid,Janelle Mon√°e,18-May-10,91,http://dbpedia.org/resource/The_ArchAndroid,good,http://dbpedia.org/resource/The_ArchAndroid,http://yago-knowledge.org/resource/The_ArchAndroid
http://www.wikidata.org/entity/Q7738493,19,The Guitar Song,Jamey Johnson,14-Sep-10,91,http://dbpedia.org/resource/The_Guitar_Song,good,http://dbpedia.org/resource/The_Guitar_Song,http://yago-knowledge.org/resource/The_Guitar_Song
http://www.wikidata.org/entity/Q2118007,20,Unto the Locust,Machine Head,20-Sep-11,91,http://dbpedia.org/resource/Unto_the_Locust,good,http://dbpedia.org/resource/Unto_the_Locust,http://yago-knowledge.org/resource/Unto_the_Locust
http://www.wikidata.org/entity/Q1133836,21,From Here We Go Sublime,The Field,3-Apr-07,90,http://dbpedia.org/resource/From_Here_We_Go_Sublime,good,http://dbpedia.org/resource/From_Here_We_Go_Sublime,http://yago-knowledge.org/resource/From_Here_We_Go_Sublime
http://www.wikidata.org/entity/Q526196,22,Funeral,Arcade Fire,14-Sep-04,90,http://dbpedia.org/resource/Funeral_(album),good,http://dbpedia.org/resource/Funeral_(album),http://yago-knowledge.org/resource/Funeral_(album)
http://www.wikidata.org/entity/Q1658831,23,Illinois,Sufjan Stevens,5-Jul-05,90,http://dbpedia.org/resource/Illinois_(album),good,http://dbpedia.org/resource/Illinois_(album),http://yago-knowledge.org/resource/Illinois_(album)
http://www.wikidata.org/entity/Q2709081,24,Original Pirate Material,The Streets,22-Oct-02,90,http://dbpedia.org/resource/Original_Pirate_Material,good,http://dbpedia.org/resource/Original_Pirate_Material,http://yago-knowledge.org/resource/Original_Pirate_Material
http://www.wikidata.org/entity/Q1331589,25,Sir Lucious Left Foot: The Son of Chico Dusty,Big Boi,6-Jul-10,90,http://dbpedia.org/resource/Sir_Lucious_Left_Foot:_The_Son_of_Chico_Dusty,good,http://dbpedia.org/resource/Sir_Lucious_Left_Foot:_The_Son_of_Chico_Dusty,
http://www.wikidata.org/entity/Q2445090,26,Untrue,Burial,6-Nov-07,90,http://dbpedia.org/resource/Untrue,good,http://dbpedia.org/resource/Untrue,http://yago-knowledge.org/resource/Untrue
http://www.wikidata.org/entity/Q17036687,27,What Were You Hoping For?,Van Hunt,27-Sep-11,90,http://dbpedia.org/resource/What_Were_You_Hoping_For%3F,good,http://dbpedia.org/resource/What_Were_You_Hoping_For?,http://yago-knowledge.org/resource/What_Were_You_Hoping_For%3F
http://www.wikidata.org/entity/Q2006424,28,XTRMNTR,Primal Scream,2-May-00,90,http://dbpedia.org/resource/XTRMNTR,good,http://dbpedia.org/resource/XTRMNTR,http://yago-knowledge.org/resource/XTRMNTR
http://www.wikidata.org/entity/Q2878261,29,"Bachelor No. 2 (or, the last remains of the dodo)",Aimee Mann,2-May-00,89,"http://dbpedia.org/resource/Bachelor_No._2_or,_the_Last_Remains_of_the_Dodo",good,"http://dbpedia.org/resource/Bachelor_No._2_or,_the_Last_Remains_of_the_Dodo",
,30,Hell Hath No Fury,Clipse,28-Nov-06,89,http://dbpedia.org/resource/Hell_Hath_No_Fury,good,http://dbpedia.org/resource/Hell_hath_no_fury,http://yago-knowledge.org/resource/Hell_Hath_No_Fury
http://www.wikidata.org/entity/Q605647,31,HoboSapiens,John Cale,7-Sep-04,89,http://dbpedia.org/resource/HoboSapiens,good,http://dbpedia.org/resource/HoboSapiens,http://yago-knowledge.org/resource/HoboSapiens
http://www.wikidata.org/entity/Q16994619,32,I Was Trying To Describe You To Someone,Crime In Stereo,23-Feb-10,89,http://dbpedia.org/resource/I_Was_Trying_to_Describe_You_to_Someone,good,http://dbpedia.org/resource/I_Was_Trying_to_Describe_You_to_Someone,http://yago-knowledge.org/resource/I_Was_Trying_to_Describe_You_to_Someone
http://www.wikidata.org/entity/Q1206906,33,Merriweather Post Pavilion,Animal Collective,20-Jan-09,89,http://dbpedia.org/resource/Merriweather_Post_Pavilion_(album),good,http://dbpedia.org/resource/Merriweather_Post_Pavilion_(album),http://yago-knowledge.org/resource/Merriweather_Post_Pavilion_(album)
http://www.wikidata.org/entity/Q2351202,34,Miss E... So Addictive,Missy Elliott,15-May-01,89,http://dbpedia.org/resource/Miss_E..._So_Addictive,good,http://dbpedia.org/resource/Miss_E..._So_Addictive,http://yago-knowledge.org/resource/Miss_E..._So_Addictive
http://www.wikidata.org/entity/Q1977566,35,Neon Golden,The Notwist,25-Feb-03,89,http://dbpedia.org/resource/Neon_Golden,good,http://dbpedia.org/resource/Neon_Golden,http://yago-knowledge.org/resource/Neon_Golden
http://www.wikidata.org/entity/Q3443401,36,Rounds,Four Tet,6-May-03,89,http://dbpedia.org/resource/Rounds_(album),good,http://dbpedia.org/resource/Rounds_(album),http://yago-knowledge.org/resource/Rounds_(album)
http://www.wikidata.org/entity/Q763207,37,Sale el Sol,Shakira,19-Oct-10,89,http://dbpedia.org/resource/Sale_el_Sol,good,http://dbpedia.org/resource/Sale_el_Sol,http://yago-knowledge.org/resource/Sale_el_Sol
http://www.wikidata.org/entity/Q821531,38,Since I Left You,The Avalanches,6-Nov-01,89,http://dbpedia.org/resource/Since_I_Left_You,good,http://dbpedia.org/resource/Since_I_Left_You,http://yago-knowledge.org/resource/Since_I_Left_You
http://www.wikidata.org/entity/Q586984,39,Songs For The Deaf,Queens of the Stone Age,27-Aug-02,89,http://dbpedia.org/resource/Songs_for_the_Deaf,good,http://dbpedia.org/resource/Songs_for_the_Deaf,http://yago-knowledge.org/resource/Songs_for_the_Deaf
http://www.wikidata.org/entity/Q7621430,40,St. Vincent,St. Vincent,25-Feb-14,89,http://dbpedia.org/resource/Strange_Mercy,good,http://dbpedia.org/resource/Strange_Mercy,http://yago-knowledge.org/resource/Strange_Mercy
http://www.wikidata.org/entity/Q3521151,41,The Greatest Story Never Told,Saigon,15-Feb-11,89,http://dbpedia.org/resource/The_Greatest_Story_Never_Told,good,http://dbpedia.org/resource/The_Greatest_Story_Never_Told,http://yago-knowledge.org/resource/The_Greatest_Story_Never_Told
http://www.wikidata.org/entity/Q2004110,42,The Idler Wheel Is Wiser than the Driver of the Screw and Whipping Cords Will Serve You More than Ropes Will Ever Do,Fiona Apple,19-Jun-12,89,http://dbpedia.org/resource/The_Idler_Wheel...,good,http://dbpedia.org/resource/The_Idler_Wheel...,http://yago-knowledge.org/resource/The_Idler_Wheel...
http://www.wikidata.org/entity/Q7977313,43,Wearemonster,IsolÈe,6-Jun-05,89,http://dbpedia.org/resource/We_Are_Monster,good,http://dbpedia.org/resource/We_Are_Monster,http://yago-knowledge.org/resource/We_Are_Monster
,44,Abattoir Blues / The Lyre Of Orpheus,Nick Cave And The Bad Seeds,26-Oct-04,88,http://dbpedia.org/resource/Abattoir_Blues/The_Lyre_of_Orpheus,good,http://dbpedia.org/resource/Abattoir_Blues_/_The_Lyre_of_Orpheus,http://yago-knowledge.org/resource/Abattoir_Blues/The_Lyre_of_Orpheus
http://www.wikidata.org/entity/Q610043,45,Arular,M.I.A.,22-Mar-05,88,http://dbpedia.org/resource/Arular,good,http://dbpedia.org/resource/Arular,http://yago-knowledge.org/resource/Arular
http://www.wikidata.org/entity/Q197960,46,Bad as Me,Tom Waits,25-Oct-11,88,http://dbpedia.org/resource/Bad_as_Me,good,http://dbpedia.org/resource/Bad_as_Me,http://yago-knowledge.org/resource/Bad_as_Me
http://www.wikidata.org/entity/Q4874219,47,Bay Of Pigs [EP],Destroyer,18-Aug-09,88,http://dbpedia.org/resource/Bay_of_Pigs_(EP),good,http://dbpedia.org/resource/Bay_of_Pigs_(EP),http://yago-knowledge.org/resource/Bay_of_Pigs_(EP)
http://www.wikidata.org/entity/Q4921987,48,Black Tambourine,Black Tambourine,30-Mar-10,88,http://dbpedia.org/resource/Black_Tambourine_(album),good,http://dbpedia.org/resource/Black_Tambourine_(album),http://yago-knowledge.org/resource/Black_Tambourine_(album)
http://www.wikidata.org/entity/Q785415,49,The Best Of Blur,Blur,21-Nov-00,88,http://dbpedia.org/resource/Blur:_The_Best_Of,good,http://dbpedia.org/resource/Blur:_The_Best_Of,
http://www.wikidata.org/entity/Q1090053,50,Chutes Too Narrow,The Shins,21-Oct-03,88,http://dbpedia.org/resource/Chutes_Too_Narrow,good,http://dbpedia.org/resource/Chutes_Too_Narrow,http://yago-knowledge.org/resource/Chutes_Too_Narrow
http://www.wikidata.org/entity/Q5189484,51,Crown and Treaty,Sweet Billy Pilgrim,16-Apr-12,88,http://dbpedia.org/resource/Crown_and_Treaty_(album),good,http://dbpedia.org/resource/Crown_and_Treaty_(album),
http://www.wikidata.org/entity/Q1951071,52,"Dear Science,",TV on the Radio,23-Sep-08,88,http://dbpedia.org/resource/Dear_Science,good,http://dbpedia.org/resource/Dear_Science,http://yago-knowledge.org/resource/Dear_Science
http://www.wikidata.org/entity/Q5265357,53,Destroyer's Rubies,Destroyer,21-Feb-06,88,http://dbpedia.org/resource/Destroyer's_Rubies,good,http://dbpedia.org/resource/Destroyer's_Rubies,http://yago-knowledge.org/resource/Destroyer's_Rubies
http://www.wikidata.org/entity/Q1753919,54,"For Emma, Forever Ago",Bon Iver,19-Feb-08,88,"http://dbpedia.org/resource/For_Emma,_Forever_Ago",good,"http://dbpedia.org/resource/For_Emma,_Forever_Ago","http://yago-knowledge.org/resource/For_Emma,_Forever_Ago"
http://www.wikidata.org/entity/Q1755707,55,From A Basement On The Hill,Elliott Smith,19-Oct-04,88,http://dbpedia.org/resource/From_a_Basement_on_the_Hill,good,http://dbpedia.org/resource/From_a_Basement_on_the_Hill,http://yago-knowledge.org/resource/From_a_Basement_on_the_Hill
http://www.wikidata.org/entity/Q5958300,56,Hypermagic Mountain,Lightning Bolt,18-Oct-05,88,http://dbpedia.org/resource/Hypermagic_Mountain,good,http://dbpedia.org/resource/Hypermagic_Mountain,http://yago-knowledge.org/resource/Hypermagic_Mountain
http://www.wikidata.org/entity/Q1768257,57,I Am A Bird Now,Antony and the Johnsons,1-Feb-05,88,http://dbpedia.org/resource/I_Am_a_Bird_Now,good,http://dbpedia.org/resource/I_Am_a_Bird_Now,http://yago-knowledge.org/resource/I_Am_a_Bird_Now
http://www.wikidata.org/entity/Q223295,58,In Rainbows,Radiohead,10-Oct-07,88,http://dbpedia.org/resource/In_Rainbows,good,http://dbpedia.org/resource/In_Rainbows,http://yago-knowledge.org/resource/In_Rainbows
http://www.wikidata.org/entity/Q16849564,59,Invisible Cinema,Aaron Parks,19-Aug-08,88,http://dbpedia.org/resource/Invisible_Cinema,good,http://dbpedia.org/resource/Invisible_Cinema,http://yago-knowledge.org/resource/Invisible_Cinema
http://www.wikidata.org/entity/Q6407222,60,Kill The Moonlight,Spoon,20-Aug-02,88,http://dbpedia.org/resource/Kill_the_Moonlight,good,http://dbpedia.org/resource/Kill_the_Moonlight,http://yago-knowledge.org/resource/Kill_the_Moonlight
http://www.wikidata.org/entity/Q1945029,61,Monoliths & Dimensions,Sunn O))),26-May-09,88,http://dbpedia.org/resource/Monoliths_&_Dimensions,good,http://dbpedia.org/resource/Monoliths_&_Dimensions,http://yago-knowledge.org/resource/Monoliths_&_Dimensions
http://www.wikidata.org/entity/Q613722,62,Only Built 4 Cuban Linx... Pt. II,Raekwon,8-Sep-09,88,http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II,good,http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II,
http://www.wikidata.org/entity/Q1247181,63,Rejoicing In The Hands,Devendra Banhart,4-May-04,88,http://dbpedia.org/resource/Rejoicing_in_the_Hands,good,http://dbpedia.org/resource/Rejoicing_in_the_Hands,http://yago-knowledge.org/resource/Rejoicing_in_the_Hands
http://www.wikidata.org/entity/Q1950649,64,Return To Cookie Mountain,TV on the Radio,12-Sep-06,88,http://dbpedia.org/resource/Return_to_Cookie_Mountain,good,http://dbpedia.org/resource/Return_to_Cookie_Mountain,http://yago-knowledge.org/resource/Return_to_Cookie_Mountain
http://www.wikidata.org/entity/Q1049357,65,"Stories from the City, Stories from the Sea",PJ Harvey,24-Oct-00,88,"http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea",good,"http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea","http://yago-knowledge.org/resource/Stories_from_the_City,_Stories_from_the_Sea"
http://www.wikidata.org/entity/Q9081325,66,Ta Det Lugnt,Dungen,21-Jun-04,88,http://dbpedia.org/resource/Ta_det_lugnt,good,http://dbpedia.org/resource/Ta_det_lugnt,http://yago-knowledge.org/resource/Ta_det_lugnt
http://www.wikidata.org/entity/Q1088473,67,The Blueprint,Jay-Z,11-Sep-01,88,http://dbpedia.org/resource/The_Blueprint,good,http://dbpedia.org/resource/The_Blueprint,http://yago-knowledge.org/resource/The_Blueprint
http://www.wikidata.org/entity/Q338947,68,Undun,The Roots,6-Dec-11,88,http://dbpedia.org/resource/Undun,good,http://dbpedia.org/resource/Undun,http://yago-knowledge.org/resource/Undun
http://www.wikidata.org/entity/Q375207,69,Vespertine,Bj√∂rk,28-Aug-01,88,http://dbpedia.org/resource/Vespertine,good,http://dbpedia.org/resource/Vespertine,http://yago-knowledge.org/resource/Vespertine
http://www.wikidata.org/entity/Q7993333,70,Where Shall You Take Me,Damien Jurado,18-Mar-03,88,http://dbpedia.org/resource/Where_Shall_You_Take_Me%3F,good,http://dbpedia.org/resource/Where_Shall_You_Take_Me?,http://yago-knowledge.org/resource/Where_Shall_You_Take_Me%3F
http://www.wikidata.org/entity/Q4699041,71,Airtight's Revenge,Bilal,14-Sep-10,87,http://dbpedia.org/resource/Airtight's_Revenge,good,http://dbpedia.org/resource/Airtight's_Revenge,http://yago-knowledge.org/resource/Airtight's_Revenge
http://www.wikidata.org/entity/Q3641169,72,Blue Record,Baroness,13-Oct-09,87,http://dbpedia.org/resource/Blue_Record,good,http://dbpedia.org/resource/Blue_Record,http://yago-knowledge.org/resource/Blue_Record
http://www.wikidata.org/entity/Q5057895,73,Celestial Lineage,Wolves in the Throne Room,13-Sep-11,87,http://dbpedia.org/resource/Celestial_Lineage,good,http://dbpedia.org/resource/Celestial_Lineage,http://yago-knowledge.org/resource/Celestial_Lineage
http://www.wikidata.org/entity/Q5098347,74,Children Running Through,Patty Griffin,6-Feb-07,87,http://dbpedia.org/resource/Children_Running_Through,good,http://dbpedia.org/resource/Children_Running_Through,http://yago-knowledge.org/resource/Children_Running_Through
http://www.wikidata.org/entity/Q5142285,75,Cold House,Hood,13-Nov-01,87,http://dbpedia.org/resource/Cold_House,good,http://dbpedia.org/resource/Cold_House,http://yago-knowledge.org/resource/Cold_House
http://www.wikidata.org/entity/Q5160563,76,Congotronics,Konono No. 1,27-Sep-05,87,http://dbpedia.org/resource/Congotronics,good,http://dbpedia.org/resource/Congotronics,http://yago-knowledge.org/resource/Congotronics
http://www.wikidata.org/entity/Q5249612,77,Decoration Day,Drive-By Truckers,17-Jun-03,87,http://dbpedia.org/resource/Decoration_Day_(album),good,http://dbpedia.org/resource/Decoration_Day_(album),http://yago-knowledge.org/resource/Decoration_Day_(album)
http://www.wikidata.org/entity/Q195252,78,Dig!!! Lazarus Dig!!!,Nick Cave And The Bad Seeds,8-Apr-08,87,"http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!",good,"http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!","http://yago-knowledge.org/resource/Dig,_Lazarus,_Dig!!!"
http://www.wikidata.org/entity/Q5438656,79,Favourite Colours,The Sadies,24-Aug-04,87,http://dbpedia.org/resource/Favourite_Colours,good,http://dbpedia.org/resource/Favourite_Colours,http://yago-knowledge.org/resource/Favourite_Colours
http://www.wikidata.org/entity/Q2340936,80,Fleet Foxes,Fleet Foxes,3-Jun-08,87,http://dbpedia.org/resource/Fleet_Foxes_(EP),good,http://dbpedia.org/resource/Fleet_Foxes_(EP),http://yago-knowledge.org/resource/Fleet_Foxes_(EP)
http://www.wikidata.org/entity/Q2795556,81,Franz Ferdinand,Franz Ferdinand,9-Mar-04,87,http://dbpedia.org/resource/Franz_Ferdinand_(DVD),good,http://dbpedia.org/resource/Franz_Ferdinand_(DVD),http://yago-knowledge.org/resource/Franz_Ferdinand_(DVD)
http://www.wikidata.org/entity/Q5517758,82,Gala Mill,The Drones,2-Sep-06,87,http://dbpedia.org/resource/Gala_Mill,good,http://dbpedia.org/resource/Gala_Mill,http://yago-knowledge.org/resource/Gala_Mill
http://www.wikidata.org/entity/Q5914723,83,House of Balloons,The Weeknd,21-Mar-11,87,http://dbpedia.org/resource/House_of_Balloons,good,http://dbpedia.org/resource/House_of_Balloons,http://yago-knowledge.org/resource/House_of_Balloons
http://www.wikidata.org/entity/Q570171,84,Leaves Turn Inside You,Unwound,17-Apr-01,87,http://dbpedia.org/resource/Leaves_Turn_Inside_You,good,http://dbpedia.org/resource/Leaves_Turn_Inside_You,http://yago-knowledge.org/resource/Leaves_Turn_Inside_You
http://www.wikidata.org/entity/Q6532576,85,Let's Stay Friends,Les Savy Fav,18-Sep-07,87,http://dbpedia.org/resource/Let's_Stay_Friends,good,http://dbpedia.org/resource/Let's_Stay_Friends,http://yago-knowledge.org/resource/Let's_Stay_Friends
http://www.wikidata.org/entity/Q3281855,86,Mass Romantic,The New Pornographers,21-Nov-00,87,http://dbpedia.org/resource/Mass_Romantic,good,http://dbpedia.org/resource/Mass_Romantic,http://yago-knowledge.org/resource/Mass_Romantic
http://www.wikidata.org/entity/Q1630983,87,Neon Bible,Arcade Fire,6-Mar-07,87,http://dbpedia.org/resource/Neon_Bible,good,http://dbpedia.org/resource/Neon_Bible,http://yago-knowledge.org/resource/Neon_Bible
http://www.wikidata.org/entity/Q16959433,88,"Now, More Than Ever",Jim Guthrie,1-Jun-04,87,"http://dbpedia.org/resource/Now,_More_Than_Ever",good,"http://dbpedia.org/resource/Now,_More_Than_Ever","http://yago-knowledge.org/resource/Now,_More_Than_Ever"
http://www.wikidata.org/entity/Q7170443,89,Person Pitch,Panda Bear,20-Mar-07,87,http://dbpedia.org/resource/Person_Pitch,good,http://dbpedia.org/resource/Person_Pitch,http://yago-knowledge.org/resource/Person_Pitch
http://www.wikidata.org/entity/Q513562,90,Phrenology,The Roots,26-Nov-02,87,http://dbpedia.org/resource/Phrenology_(album),good,http://dbpedia.org/resource/Phrenology_(album),http://yago-knowledge.org/resource/Phrenology_(album)
http://www.wikidata.org/entity/Q1759293,91,Seven Swans,Sufjan Stevens,16-Mar-04,87,http://dbpedia.org/resource/Seven_Swans,good,http://dbpedia.org/resource/Seven_Swans,http://yago-knowledge.org/resource/Seven_Swans
http://www.wikidata.org/entity/Q7514608,92,Silent Movies,Marc Ribot,28-Sep-10,87,http://dbpedia.org/resource/Silent_Movies,good,http://dbpedia.org/resource/Silent_Movies,http://yago-knowledge.org/resource/Silent_Movies
http://www.wikidata.org/entity/Q7577902,93,Spirit Moves,Dave Douglas,16-Jun-09,87,http://dbpedia.org/resource/Spirit_Moves,good,http://dbpedia.org/resource/Spirit_Moves,http://yago-knowledge.org/resource/Spirit_Moves
http://www.wikidata.org/entity/Q3008461,94,Stumble Into Grace,Emmylou Harris,23-Sep-03,87,http://dbpedia.org/resource/Stumble_into_Grace,good,http://dbpedia.org/resource/Stumble_into_Grace,http://yago-knowledge.org/resource/Stumble_into_Grace
http://www.wikidata.org/entity/Q2261093,95,The Argument,Fugazi,16-Oct-01,87,http://dbpedia.org/resource/The_Argument,good,http://dbpedia.org/resource/The_Argument,http://yago-knowledge.org/resource/The_Argument
http://www.wikidata.org/entity/Q747526,96,College Dropout,Kanye West,10-Feb-04,87,http://dbpedia.org/resource/The_College_Dropout,good,http://dbpedia.org/resource/The_College_Dropout,http://yago-knowledge.org/resource/The_College_Dropout
http://www.wikidata.org/entity/Q3986457,97,The Creek Drank The Cradle,Iron & Wine,24-Sep-02,87,http://dbpedia.org/resource/The_Creek_Drank_the_Cradle,good,http://dbpedia.org/resource/The_Creek_Drank_the_Cradle,http://yago-knowledge.org/resource/The_Creek_Drank_the_Cradle
http://www.wikidata.org/entity/Q16835332,98,The Dirty South,Drive-By Truckers,24-Aug-04,87,http://dbpedia.org/resource/The_Dirty_South_(album),good,http://dbpedia.org/resource/The_Dirty_South_(album),http://yago-knowledge.org/resource/The_Dirty_South_(album)
http://www.wikidata.org/entity/Q1575638,99,The Suburbs,Arcade Fire,3-Aug-10,87,http://dbpedia.org/resource/The_Suburbs_(album),good,http://dbpedia.org/resource/The_Suburbs_(album),http://yago-knowledge.org/resource/The_Suburbs_(album)
http://www.wikidata.org/entity/Q7769785,100,The Town And The City,Los Lobos,12-Sep-06,87,http://dbpedia.org/resource/The_Town_and_the_City_(album),good,http://dbpedia.org/resource/The_Town_and_the_City_(album),
http://www.wikidata.org/entity/Q7775626,101,The Wonder Years,9th Wonder,27-Sep-11,87,http://dbpedia.org/resource/The_Wonder_Years_(9th_Wonder_album),good,http://dbpedia.org/resource/The_Wonder_Years_(9th_Wonder_album),
http://www.wikidata.org/entity/Q1117795,102,Things We Lost In The Fire,Low,6-Feb-01,87,http://dbpedia.org/resource/Things_We_Lost_in_the_Fire_(album),good,http://dbpedia.org/resource/Things_We_Lost_in_the_Fire_(album),http://yago-knowledge.org/resource/Things_We_Lost_in_the_Fire_(album)
http://www.wikidata.org/entity/Q8036516,103,World Without Tears,Lucinda Williams,8-Apr-03,87,http://dbpedia.org/resource/World_Without_Tears,good,http://dbpedia.org/resource/World_Without_Tears,http://yago-knowledge.org/resource/World_Without_Tears
http://www.wikidata.org/entity/Q1091995,104,Yankee Hotel Foxtrot,Wilco,23-Apr-02,87,http://dbpedia.org/resource/Yankee_Hotel_Foxtrot,good,http://dbpedia.org/resource/Yankee_Hotel_Foxtrot,http://yago-knowledge.org/resource/Yankee_Hotel_Foxtrot
http://www.wikidata.org/entity/Q3282111,105,45:33:00,LCD Soundsystem,13-Nov-07,86,http://dbpedia.org/resource/45:33,good,http://dbpedia.org/resource/45:33,
http://www.wikidata.org/entity/Q4728808,106,All Hands On The Bad One,Sleater-Kinney,2-May-00,86,http://dbpedia.org/resource/All_Hands_on_the_Bad_One,good,http://dbpedia.org/resource/All_Hands_on_the_Bad_One,http://yago-knowledge.org/resource/All_Hands_on_the_Bad_One
http://www.wikidata.org/entity/Q4825887,107,Authenticity,The Foreign Exchange,12-Oct-10,86,http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album),good,http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album),http://yago-knowledge.org/resource/Authenticity_(Foreign_Exchange_album)
http://www.wikidata.org/entity/Q4877853,108,Beautifully Human: Words And Sounds Vol. 2,Jill Scott,31-Aug-04,86,http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2,good,http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2,
http://www.wikidata.org/entity/Q2080861,109,Black Sheep Boy,Okkervil River,5-Apr-05,86,http://dbpedia.org/resource/Black_Sheep_Boy,good,http://dbpedia.org/resource/Black_Sheep_Boy,http://yago-knowledge.org/resource/Black_Sheep_Boy
